id,produto_id,cliente,nota,texto,sentimento,criado_em
215,21,Aurora,2,"Decepcionante. A qualidade não é o que estava anunciado, parece falsificado.",negativo,2026-03-10 22:01:52.961936
216,7,Otávio,5,Amei o produto! Qualidade incrível pelo preço. Já recomendei para vários amigos.,positivo,2026-03-20 22:01:52.961936
217,14,Liam,5,"Muito satisfeito com a compra. O produto é exatamente como descrito, ótima qualidade.",positivo,2025-11-23 22:01:52.961936
218,6,Thales,5,Amei o produto! Qualidade incrível pelo preço. Já recomendei para vários amigos.,positivo,2026-01-08 22:01:52.961936
219,23,Daniel,4,Amei o produto! Qualidade incrível pelo preço. Já recomendei para vários amigos.,positivo,2025-12-23 22:01:52.961936
220,15,Bernardo,4,Amei o produto! Qualidade incrível pelo preço. Já recomendei para vários amigos.,positivo,2026-03-31 22:01:52.961936
221,13,Oliver,4,"Compra perfeita. Chegou antes do prazo, funciona muito bem. Com certeza comprarei novamente.",positivo,2026-03-27 22:01:52.961936
222,19,Ana Beatriz,2,Produto veio errado. Serviço de trocas muito lento e sem retorno.,negativo,2026-03-24 22:01:52.961936
223,7,Yuri,1,"Produto veio com defeito. Tive que acionar o suporte, demora muito para resolver.",negativo,2026-03-24 22:01:52.961936
224,20,Isaac,5,"Muito satisfeito com a compra. O produto é exatamente como descrito, ótima qualidade.",positivo,2026-03-05 22:01:52.961936
225,19,Evelyn,4,Amei o produto! Qualidade incrível pelo preço. Já recomendei para vários amigos.,positivo,2026-04-03 22:01:52.961936
226,15,Hadassa,4,Fantástico! Vale cada centavo. Atendimento da loja também foi excelente.,positivo,2026-01-26 22:01:52.961936
227,7,Milena,3,Cumpre o que promete. Qualidade mediana para o preço.,neutro,2025-12-19 22:01:52.961936
228,18,Helena,4,"Compra perfeita. Chegou antes do prazo, funciona muito bem. Com certeza comprarei novamente.",positivo,2026-03-07 22:01:52.961936
229,11,Nicolas,4,Fantástico! Vale cada centavo. Atendimento da loja também foi excelente.,positivo,2026-02-13 22:01:52.961936
230,23,Ana Julia,4,"Compra perfeita. Chegou antes do prazo, funciona muito bem. Com certeza comprarei novamente.",positivo,2025-12-22 22:01:52.961936
231,13,Ana Clara,5,Amei o produto! Qualidade incrível pelo preço. Já recomendei para vários amigos.,positivo,2025-12-03 22:01:52.961936
232,5,João Guilherme,4,Produto excelente! Superou todas as minhas expectativas. Entrega rápida e embalagem impecável.,positivo,2026-03-08 22:01:52.961936
233,23,Miguel,3,Cumpre o que promete. Qualidade mediana para o preço.,neutro,2026-03-13 22:01:52.961936
234,7,Gustavo,4,"Compra perfeita. Chegou antes do prazo, funciona muito bem. Com certeza comprarei novamente.",positivo,2026-02-05 22:01:52.961936
235,23,Murilo,2,Chegou com 10 dias de atraso e ainda veio embalagem amassada. Péssima experiência.,negativo,2025-12-08 22:01:52.961936
236,7,Ísis,4,Produto excelente! Superou todas as minhas expectativas. Entrega rápida e embalagem impecável.,positivo,2026-01-21 22:01:52.961936
237,2,Kamilly,3,Compra razoável. Esperava um pouco mais mas não tenho do que reclamar.,neutro,2025-12-17 22:01:52.961936
238,7,Arthur Miguel,4,Produto excelente! Superou todas as minhas expectativas. Entrega rápida e embalagem impecável.,positivo,2026-03-01 22:01:52.961936
239,19,Joaquim,3,Compra razoável. Esperava um pouco mais mas não tenho do que reclamar.,neutro,2026-01-04 22:01:52.961936
240,25,Enzo,2,"Produto veio com defeito. Tive que acionar o suporte, demora muito para resolver.",negativo,2025-12-31 22:01:52.961936
241,12,Luiza,5,"Muito satisfeito com a compra. O produto é exatamente como descrito, ótima qualidade.",positivo,2025-12-10 22:01:52.961936
242,6,Benício,3,Produto funcionando normalmente. Tempo de entrega foi o padrão.,neutro,2025-12-19 22:01:52.961936
243,10,Heitor,1,"Produto veio com defeito. Tive que acionar o suporte, demora muito para resolver.",negativo,2026-03-03 22:01:52.961936
244,2,Luan,3,Cumpre o que promete. Qualidade mediana para o preço.,neutro,2026-03-10 22:01:52.961936
245,1,Yago,2,Produto veio errado. Serviço de trocas muito lento e sem retorno.,negativo,2025-12-14 22:01:52.961936
246,24,Maitê,3,Compra razoável. Esperava um pouco mais mas não tenho do que reclamar.,neutro,2026-03-29 22:01:52.961936
247,5,Gabriela,1,Não recomendo. O produto parou de funcionar após 2 semanas de uso.,negativo,2025-12-02 22:01:52.961936
248,6,Josué,2,"Produto veio com defeito. Tive que acionar o suporte, demora muito para resolver.",negativo,2026-03-20 22:01:52.961936
249,2,Arthur Gabriel,3,"Produto ok, nada além do esperado. Entrega dentro do prazo.",neutro,2025-11-22 22:01:52.961936
250,15,Gabriel,3,Nada especial mas também não tem problemas. Faria a compra novamente.,neutro,2026-02-07 22:01:52.961936
251,21,Juan,1,Não recomendo. O produto parou de funcionar após 2 semanas de uso.,negativo,2026-02-01 22:01:52.961936
252,1,Sarah,5,Amei o produto! Qualidade incrível pelo preço. Já recomendei para vários amigos.,positivo,2025-11-14 22:01:52.961936
253,20,Samuel,4,Fantástico! Vale cada centavo. Atendimento da loja também foi excelente.,positivo,2025-12-06 22:01:52.961936
254,3,Melissa,1,Não recomendo. O produto parou de funcionar após 2 semanas de uso.,negativo,2026-01-13 22:01:52.961936
255,4,Anna Liz,5,Produto excelente! Superou todas as minhas expectativas. Entrega rápida e embalagem impecável.,positivo,2025-11-27 22:01:52.961936
256,10,Gabrielly,5,"Muito satisfeito com a compra. O produto é exatamente como descrito, ótima qualidade.",positivo,2026-02-04 22:01:52.961936
257,18,Bernardo,5,Produto excelente! Superou todas as minhas expectativas. Entrega rápida e embalagem impecável.,positivo,2025-11-29 22:01:52.961936
258,1,Enzo Gabriel,5,Produto excelente! Superou todas as minhas expectativas. Entrega rápida e embalagem impecável.,positivo,2026-03-10 22:01:52.961936
259,21,Vicente,4,Produto excelente! Superou todas as minhas expectativas. Entrega rápida e embalagem impecável.,positivo,2026-01-18 22:01:52.961936
260,20,Cauê,5,"Compra perfeita. Chegou antes do prazo, funciona muito bem. Com certeza comprarei novamente.",positivo,2026-01-02 22:01:52.961936
261,24,João Miguel,3,Produto funcionando normalmente. Tempo de entrega foi o padrão.,neutro,2026-01-11 22:01:52.961936
262,14,Gael Henrique,3,Nada especial mas também não tem problemas. Faria a compra novamente.,neutro,2025-12-05 22:01:52.961936
263,3,Olívia,3,Produto funcionando normalmente. Tempo de entrega foi o padrão.,neutro,2026-03-07 22:01:52.961936
264,3,Lívia,3,Cumpre o que promete. Qualidade mediana para o preço.,neutro,2026-04-05 22:01:52.961936
265,18,Maria Luísa,5,Fantástico! Vale cada centavo. Atendimento da loja também foi excelente.,positivo,2025-11-23 22:01:52.961936
266,24,Lunna,3,"Produto ok, nada além do esperado. Entrega dentro do prazo.",neutro,2026-02-22 22:01:52.961936
267,19,Isadora,5,Produto excelente! Superou todas as minhas expectativas. Entrega rápida e embalagem impecável.,positivo,2026-01-30 22:01:52.961936
268,23,Augusto,4,"Muito satisfeito com a compra. O produto é exatamente como descrito, ótima qualidade.",positivo,2026-02-09 22:01:52.961936
269,15,Maria Sophia,3,Cumpre o que promete. Qualidade mediana para o preço.,neutro,2026-01-09 22:01:52.961936
270,17,Mirella,3,"Produto ok, nada além do esperado. Entrega dentro do prazo.",neutro,2026-03-05 22:01:52.961936
271,14,Guilherme,2,Produto veio errado. Serviço de trocas muito lento e sem retorno.,negativo,2025-11-27 22:01:52.961936
272,18,Yasmin,1,Produto veio errado. Serviço de trocas muito lento e sem retorno.,negativo,2026-03-24 22:01:52.961936
273,2,Rodrigo,2,Produto veio errado. Serviço de trocas muito lento e sem retorno.,negativo,2026-02-19 22:01:52.961936
274,23,Júlia,4,Produto excelente! Superou todas as minhas expectativas. Entrega rápida e embalagem impecável.,positivo,2025-12-27 22:01:52.961936
275,8,Maria Liz,3,Compra razoável. Esperava um pouco mais mas não tenho do que reclamar.,neutro,2025-11-27 22:01:52.961936
276,7,Maria Sophia,4,"Compra perfeita. Chegou antes do prazo, funciona muito bem. Com certeza comprarei novamente.",positivo,2025-12-25 22:01:52.961936
277,12,Ryan,2,"Decepcionante. A qualidade não é o que estava anunciado, parece falsificado.",negativo,2026-03-01 22:01:52.961936
278,5,Ana Vitória,3,Nada especial mas também não tem problemas. Faria a compra novamente.,neutro,2026-01-19 22:01:52.961936
279,19,Anna Liz,5,Fantástico! Vale cada centavo. Atendimento da loja também foi excelente.,positivo,2026-02-09 22:01:52.961936
280,11,Eloah,5,"Compra perfeita. Chegou antes do prazo, funciona muito bem. Com certeza comprarei novamente.",positivo,2026-03-03 22:01:52.961936
281,11,Antônio,3,Cumpre o que promete. Qualidade mediana para o preço.,neutro,2025-11-28 22:01:52.961936
282,13,Liz,3,Compra razoável. Esperava um pouco mais mas não tenho do que reclamar.,neutro,2026-03-07 22:01:52.961936
283,19,João Gabriel,5,Fantástico! Vale cada centavo. Atendimento da loja também foi excelente.,positivo,2025-11-10 22:01:52.961936
284,8,Eduarda,3,Nada especial mas também não tem problemas. Faria a compra novamente.,neutro,2026-01-22 22:01:52.961936
285,25,Theo,3,Nada especial mas também não tem problemas. Faria a compra novamente.,neutro,2026-03-09 22:01:52.961936
286,7,Manuella,4,Produto excelente! Superou todas as minhas expectativas. Entrega rápida e embalagem impecável.,positivo,2026-02-13 22:01:52.961936
287,25,Eduarda,3,Cumpre o que promete. Qualidade mediana para o preço.,neutro,2026-01-22 22:01:52.961936
288,1,Marcela,4,"Compra perfeita. Chegou antes do prazo, funciona muito bem. Com certeza comprarei novamente.",positivo,2026-02-12 22:01:52.961936
289,2,Alexandre,5,"Muito satisfeito com a compra. O produto é exatamente como descrito, ótima qualidade.",positivo,2026-03-10 22:01:52.961936
290,3,Laís,1,Produto veio errado. Serviço de trocas muito lento e sem retorno.,negativo,2025-12-27 22:01:52.961936
291,15,Alexandre,5,Produto excelente! Superou todas as minhas expectativas. Entrega rápida e embalagem impecável.,positivo,2025-12-29 22:01:52.961936
292,21,Isabella,5,Fantástico! Vale cada centavo. Atendimento da loja também foi excelente.,positivo,2026-03-23 22:01:52.961936
293,9,Cauã,3,Cumpre o que promete. Qualidade mediana para o preço.,neutro,2025-12-13 22:01:52.961936
294,21,Aylla,2,Produto veio errado. Serviço de trocas muito lento e sem retorno.,negativo,2025-11-17 22:01:52.961936
295,7,Bruna,3,Cumpre o que promete. Qualidade mediana para o preço.,neutro,2026-01-20 22:01:52.961936
296,20,Luana,4,Amei o produto! Qualidade incrível pelo preço. Já recomendei para vários amigos.,positivo,2026-02-20 22:01:52.961936
297,20,Stephany,5,Produto excelente! Superou todas as minhas expectativas. Entrega rápida e embalagem impecável.,positivo,2025-12-17 22:01:52.961936
298,14,Giovanna,4,Amei o produto! Qualidade incrível pelo preço. Já recomendei para vários amigos.,positivo,2025-11-07 22:01:52.961936
299,3,Ana Cecília,5,Amei o produto! Qualidade incrível pelo preço. Já recomendei para vários amigos.,positivo,2026-03-26 22:01:52.961936
300,3,Benício,1,Produto veio errado. Serviço de trocas muito lento e sem retorno.,negativo,2026-01-18 22:01:52.961936
